storm_id,storm_name,num_of_obs,datetime,category,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb,34_kt_ne_nm,34_kt_se_nm,34_kt_sw_nm,34_kt_nw_nm,50_kt_ne_nm,50_kt_se_nm,50_kt_sw_nm,50_kt_nw_nm,64_kt_ne_nm,64_kt_se_nm,64_kt_sw_nm,64_kt_nw_nm,radius_of_max_wind_nm
AL051876,UNNAMED,49,1876-10-20 05:00:00,2,L,HU,25.8,-81.4,90,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051876,UNNAMED,49,1876-10-20 06:00:00,2,,HU,26.0,-81.3,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051876,UNNAMED,49,1876-10-20 12:00:00,1,,HU,27.5,-80.5,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051876,UNNAMED,49,1876-10-20 18:00:00,1,,HU,28.8,-79.6,80,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-19 12:00:00,1,,HU,30.0,-88.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-19 18:00:00,1,,HU,30.3,-86.9,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-19 12:00:00,1,,HU,30.0,-88.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-19 18:00:00,1,,HU,30.3,-86.9,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-19 20:00:00,1,L,HU,30.4,-86.6,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-20 00:00:00,Tropical Storm,,TS,30.6,-85.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-20 06:00:00,Tropical Storm,,TS,30.8,-84.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-20 12:00:00,Tropical Storm,,TS,31.0,-83.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-20 18:00:00,Tropical Storm,,TS,31.1,-82.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-21 00:00:00,Tropical Storm,,TS,31.2,-81.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021877,UNNAMED,34,1877-09-21 06:00:00,Tropical Storm,,TS,31.3,-80.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041877,UNNAMED,61,1877-10-02 18:00:00,2,,HU,28.8,-86.4,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041877,UNNAMED,61,1877-10-03 00:00:00,3,,HU,29.5,-85.9,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041877,UNNAMED,61,1877-10-03 05:00:00,3,L,HU,30.0,-85.5,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041877,UNNAMED,61,1877-10-03 06:00:00,2,,HU,30.1,-85.3,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041877,UNNAMED,61,1877-10-03 12:00:00,1,,HU,30.7,-84.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071877,UNNAMED,19,1877-10-26 12:00:00,Tropical Storm,,TS,28.7,-87.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071877,UNNAMED,19,1877-10-26 18:00:00,Tropical Storm,,TS,29.0,-84.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071877,UNNAMED,19,1877-10-26 21:00:00,Tropical Storm,L,TS,29.3,-83.2,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071877,UNNAMED,19,1877-10-27 00:00:00,Tropical Storm,,TS,29.6,-81.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071877,UNNAMED,19,1877-10-27 06:00:00,Tropical Storm,,TS,30.1,-79.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011878,UNNAMED,13,1878-07-02 06:00:00,Tropical Storm,,TS,25.8,-83.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011878,UNNAMED,13,1878-07-02 12:00:00,Tropical Storm,,TS,25.9,-82.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011878,UNNAMED,13,1878-07-02 15:00:00,Tropical Storm,L,TS,26.0,-81.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011878,UNNAMED,13,1878-07-02 18:00:00,Tropical Depression,,TD,26.3,-81.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011878,UNNAMED,13,1878-07-03 00:00:00,Tropical Storm,,TS,27.3,-79.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-07 21:00:00,Tropical Storm,L,TS,24.7,-80.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-08 00:00:00,Tropical Storm,,TS,25.0,-81.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-07 21:00:00,Tropical Storm,L,TS,24.7,-80.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-08 00:00:00,Tropical Storm,,TS,25.0,-81.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-08 02:00:00,Tropical Storm,L,TS,25.2,-81.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-08 06:00:00,Tropical Storm,,TS,25.8,-81.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-08 12:00:00,Tropical Storm,,TS,26.5,-81.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-08 18:00:00,Tropical Storm,,TS,26.9,-81.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-09 00:00:00,Tropical Storm,,TS,27.2,-82.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-09 06:00:00,Tropical Storm,,TS,27.4,-82.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-09 12:00:00,Tropical Storm,,TS,27.6,-83.3,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-09 18:00:00,1,,HU,27.8,-83.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 00:00:00,1,,HU,28.0,-83.4,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 06:00:00,2,,HU,28.3,-83.0,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 00:00:00,1,,HU,28.0,-83.4,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 06:00:00,2,,HU,28.3,-83.0,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 11:00:00,2,L,HU,28.6,-82.6,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 12:00:00,1,,HU,28.7,-82.5,80,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-10 18:00:00,1,,HU,29.2,-82.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-11 00:00:00,Tropical Storm,,TS,29.7,-81.5,60,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-11 06:00:00,1,,HU,30.1,-81.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-11 12:00:00,1,,HU,30.5,-80.9,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-11 18:00:00,1,,HU,30.9,-80.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-12 00:00:00,1,,HU,31.3,-80.6,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051878,UNNAMED,55,1878-09-12 00:00:00,1,,HU,31.3,-80.6,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081878,UNNAMED,29,1878-10-10 12:00:00,Tropical Storm,,TS,28.1,-88.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081878,UNNAMED,29,1878-10-10 18:00:00,Tropical Storm,,TS,29.2,-86.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081878,UNNAMED,29,1878-10-10 21:00:00,Tropical Storm,L,TS,29.9,-85.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081878,UNNAMED,29,1878-10-11 00:00:00,Tropical Storm,,TS,30.6,-83.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061879,UNNAMED,33,1879-10-16 00:00:00,Tropical Storm,,TS,28.7,-85.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061879,UNNAMED,33,1879-10-16 06:00:00,Tropical Storm,,TS,29.9,-86.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061879,UNNAMED,33,1879-10-16 08:00:00,Tropical Storm,L,TS,30.4,-86.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061879,UNNAMED,33,1879-10-16 12:00:00,Tropical Storm,,TS,31.3,-87.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071879,UNNAMED,25,1879-10-27 12:00:00,Tropical Storm,,TS,27.0,-86.1,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071879,UNNAMED,25,1879-10-27 18:00:00,Tropical Storm,,TS,28.2,-84.1,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071879,UNNAMED,25,1879-10-27 21:00:00,Tropical Storm,L,TS,29.0,-82.7,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071879,UNNAMED,25,1879-10-28 00:00:00,Tropical Storm,,TS,29.6,-81.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-29 00:00:00,2,,HU,28.0,-79.4,90,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-29 06:00:00,2,,HU,28.1,-80.1,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-29 12:00:00,2,L,HU,28.2,-80.6,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-29 18:00:00,1,,HU,28.3,-81.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-30 00:00:00,Tropical Storm,,TS,28.4,-81.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-30 06:00:00,Tropical Storm,,TS,28.5,-82.1,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-30 12:00:00,Tropical Storm,,TS,28.7,-82.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-30 18:00:00,1,,HU,29.0,-83.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-31 00:00:00,1,,HU,29.4,-84.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-30 18:00:00,1,,HU,29.0,-83.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-31 00:00:00,1,,HU,29.4,-84.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-31 04:00:00,1,L,HU,29.7,-84.8,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-31 06:00:00,1,,HU,29.8,-85.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-31 12:00:00,Tropical Storm,,TS,30.2,-86.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041880,UNNAMED,37,1880-08-31 18:00:00,Tropical Storm,,TS,30.7,-87.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061880,UNNAMED,26,1880-09-08 06:00:00,Tropical Storm,,TS,27.7,-85.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061880,UNNAMED,26,1880-09-08 12:00:00,Tropical Storm,,TS,28.7,-84.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061880,UNNAMED,26,1880-09-08 16:00:00,Tropical Storm,L,TS,29.8,-83.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061880,UNNAMED,26,1880-09-08 18:00:00,Tropical Storm,,TS,30.1,-83.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091880,UNNAMED,25,1880-10-08 12:00:00,1,,HU,27.7,-84.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091880,UNNAMED,25,1880-10-08 18:00:00,1,,HU,28.9,-82.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091880,UNNAMED,25,1880-10-08 19:00:00,1,L,HU,28.7,-83.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091880,UNNAMED,25,1880-10-09 00:00:00,Tropical Storm,,TS,30.1,-81.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011881,UNNAMED,15,1881-08-03 06:00:00,Tropical Storm,,TS,29.3,-88.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051881,UNNAMED,37,1881-08-27 18:00:00,2,,HU,31.3,-80.1,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021882,UNNAMED,47,1882-09-09 18:00:00,3,,HU,28.8,-88.0,100,961,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021882,UNNAMED,47,1882-09-10 00:00:00,3,,HU,30.0,-87.1,110,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021882,UNNAMED,47,1882-09-10 02:00:00,3,L,HU,30.4,-86.8,110,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021882,UNNAMED,47,1882-09-10 06:00:00,1,,HU,31.1,-86.1,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061882,UNNAMED,45,1882-10-10 18:00:00,1,,HU,28.3,-83.8,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061882,UNNAMED,45,1882-10-11 00:00:00,1,,HU,29.1,-83.6,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061882,UNNAMED,45,1882-10-11 04:00:00,1,L,HU,29.5,-83.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061882,UNNAMED,45,1882-10-11 06:00:00,Tropical Storm,,TS,29.8,-83.1,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061882,UNNAMED,45,1882-10-11 12:00:00,Tropical Storm,,TS,30.5,-82.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061882,UNNAMED,45,1882-10-11 18:00:00,Tropical Storm,,TS,31.2,-81.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031884,UNNAMED,45,1884-09-10 18:00:00,Tropical Storm,,TS,31.0,-80.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021885,UNNAMED,32,1885-08-25 00:00:00,2,,HU,30.4,-80.8,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031885,UNNAMED,13,1885-08-30 18:00:00,Tropical Storm,,TS,29.7,-87.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031885,UNNAMED,13,1885-08-30 23:00:00,Tropical Storm,L,TS,30.1,-85.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031885,UNNAMED,13,1885-08-31 00:00:00,Tropical Storm,,TS,30.2,-85.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031885,UNNAMED,13,1885-08-31 06:00:00,Tropical Storm,,TS,30.8,-83.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031885,UNNAMED,13,1885-08-31 12:00:00,Tropical Storm,,TS,31.3,-81.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041885,UNNAMED,29,1885-09-21 06:00:00,Tropical Storm,,TS,29.3,-88.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041885,UNNAMED,29,1885-09-21 06:00:00,Tropical Storm,,TS,29.3,-88.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041885,UNNAMED,29,1885-09-21 12:00:00,Tropical Storm,L,TS,30.0,-85.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041885,UNNAMED,29,1885-09-21 18:00:00,Tropical Storm,,TS,30.6,-82.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-28 00:00:00,Tropical Storm,,TS,30.6,-88.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-28 06:00:00,Tropical Storm,,TS,30.6,-87.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-28 12:00:00,Tropical Storm,,TS,30.6,-87.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-28 18:00:00,Tropical Storm,,TS,30.6,-87.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-29 00:00:00,Tropical Depression,,TD,30.6,-86.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-29 06:00:00,Tropical Depression,,TD,30.6,-86.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-29 12:00:00,Tropical Depression,,TD,30.5,-85.4,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-29 18:00:00,Tropical Depression,,TD,30.4,-84.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-30 00:00:00,Tropical Depression,,TD,30.3,-84.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-30 06:00:00,Tropical Depression,,TD,30.2,-83.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-30 12:00:00,Tropical Depression,,TD,30.2,-82.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-09-30 18:00:00,Tropical Depression,,TD,30.2,-81.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-10-01 00:00:00,Tropical Storm,,TS,30.4,-80.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061885,UNNAMED,37,1885-10-01 06:00:00,Tropical Storm,,TS,30.7,-79.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081885,UNNAMED,17,1885-10-11 12:00:00,Tropical Storm,,TS,27.3,-84.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081885,UNNAMED,17,1885-10-11 18:00:00,Tropical Storm,,TS,28.6,-83.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081885,UNNAMED,17,1885-10-11 22:00:00,Tropical Storm,L,TS,29.4,-83.2,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081885,UNNAMED,17,1885-10-12 00:00:00,Tropical Storm,,TS,30.0,-83.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021886,UNNAMED,33,1886-06-21 00:00:00,2,,HU,27.7,-84.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021886,UNNAMED,33,1886-06-21 06:00:00,2,,HU,28.9,-84.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021886,UNNAMED,33,1886-06-21 11:00:00,2,L,HU,30.1,-84.0,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021886,UNNAMED,33,1886-06-21 12:00:00,1,,HU,30.3,-84.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021886,UNNAMED,33,1886-06-21 18:00:00,1,,HU,31.3,-83.8,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031886,UNNAMED,23,1886-06-30 12:00:00,2,,HU,27.3,-86.7,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031886,UNNAMED,23,1886-06-30 18:00:00,2,,HU,28.8,-86.0,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031886,UNNAMED,23,1886-06-30 21:00:00,2,L,HU,29.7,-85.2,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031886,UNNAMED,23,1886-07-01 00:00:00,1,,HU,30.4,-84.4,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041886,UNNAMED,44,1886-07-18 18:00:00,1,,HU,27.6,-83.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041886,UNNAMED,44,1886-07-19 00:00:00,1,,HU,28.7,-82.8,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041886,UNNAMED,44,1886-07-19 01:00:00,1,L,HU,28.8,-82.7,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041886,UNNAMED,44,1886-07-19 06:00:00,Tropical Storm,,TS,29.5,-82.1,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041886,UNNAMED,44,1886-07-19 12:00:00,Tropical Storm,,TS,30.3,-81.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041887,UNNAMED,37,1887-07-27 06:00:00,1,,HU,28.7,-87.2,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041887,UNNAMED,37,1887-07-27 12:00:00,1,,HU,29.9,-86.8,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041887,UNNAMED,37,1887-07-27 15:00:00,1,L,HU,30.4,-86.6,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041887,UNNAMED,37,1887-07-27 18:00:00,1,,HU,30.9,-86.3,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131887,UNNAMED,53,1887-10-19 18:00:00,Tropical Storm,,TS,30.9,-88.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161887,UNNAMED,35,1887-10-29 18:00:00,Tropical Storm,,TS,27.2,-84.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161887,UNNAMED,35,1887-10-30 00:00:00,Tropical Storm,,TS,28.0,-83.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161887,UNNAMED,35,1887-10-30 01:00:00,Tropical Storm,L,TS,28.1,-82.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
